"id","question_es","question_ru_OLD","question_ru_NEW","explanation_ru_OLD","explanation_ru_NEW","whyCorrect_ru_OLD","whyCorrect_ru_NEW","commonMistake_ru_OLD","commonMistake_ru_NEW","keyRule_ru_OLD","keyRule_ru_NEW","memoryHint_ru_OLD","memoryHint_ru_NEW"
"category-b-0026","En cuanto a su indumentaria, ¿cuál de los dos ciclistas presenta menor riesgo de sufrir un siniestro vial?","Что касается одежды, кто из двух велосипедистов представляет наименьший риск попасть в дорожно-транспортное происшествие?","","Правильный ответ — La opción A, ya que al tener ropa clara es más visible., потому что он соответствует правилу по теме «category-b».","Правильный ответ A, потому что светлая одежда делает велосипедиста более видимым для других водителей, особенно в переменном освещении. Тёмная одежда обычно ухудшает раннее обнаружение на дороге. Картинка прямо иллюстрирует разницу в визуальной заметности.","Правильный ответ A, потому что светлая одежда делает велосипедиста более видимым для других водителей, особенно в переменном освещении. Тёмная одежда обычно ухудшает раннее обнаружение на дороге. Картинка прямо иллюстрирует разницу в визуальной заметности.","Правильный ответ A, потому что светлая одежда делает велосипедиста более видимым для других водителей, особенно в переменном освещении. Тёмная одежда обычно ухудшает раннее обнаружение на дороге. Картинка прямо иллюстрирует разницу в визуальной заметности.","Часто выбирают «без разницы», игнорируя фактор видимости.","Часто выбирают «без разницы», игнорируя фактор видимости.","Для велосипедиста видимость — ключевой элемент профилактики ДТП.","Для велосипедиста видимость — ключевой элемент профилактики ДТП.","Светлее одежда — раньше тебя заметят.","Светлее одежда — раньше тебя заметят."
"category-b-0027","¿Se puede circular en bicicleta por esta vía?","Сможете ли вы покататься на велосипеде по этой дороге?","","Правильный ответ — No, está prohibido., потому что он соответствует правилу по теме «category-b».","движение на велосипеде по такой дороге запрещено из-за характера потока и скоростей. Варианты A и C пытаются легализовать езду условиями, которых в норме здесь недостаточно. Изображение задает контекст магистрали, где уязвимый участник оказывается в высоком риске.","Верный ответ B: движение на велосипеде по такой дороге запрещено из-за характера потока и скоростей. Варианты A и C пытаются легализовать езду условиями, которых в норме здесь недостаточно. Изображение задает контекст магистрали, где уязвимый участник оказывается в высоком риске.","Верный ответ B: движение на велосипеде по такой дороге запрещено из-за характера потока и скоростей. Варианты A и C пытаются легализовать езду условиями, которых в норме здесь недостаточно. Изображение задает контекст магистрали, где уязвимый участник оказывается в высоком риске.","Новички думают, что «по правой полосе можно везде».","Новички думают, что «по правой полосе можно везде».","Велосипед допускается только там, где это прямо разрешено и безопасно.","Велосипед допускается только там, где это прямо разрешено и безопасно.","Скоростная магистраль и велосипед несовместимы по риску.","Скоростная магистраль и велосипед несовместимы по риску."
"category-b-0028","¿Qué se debe evitar al circular en bicicleta?","Чего следует избегать при езде на велосипеде?","","Правильный ответ — Ambas respuestas, A y B, son correctas., потому что он соответствует правилу по теме «category-b».","потому что и наушники, и тёмная свободная одежда повышают риск: первое ухудшает концентрацию и восприятие, второе снижает заметность и может мешать управлению. Варианты A и B описывают каждую проблему по отдельности. Важно понять: что вы видите оба риска одновременно.","Правильный вариант C, потому что и наушники, и тёмная свободная одежда повышают риск: первое ухудшает концентрацию и восприятие, второе снижает заметность и может мешать управлению. Варианты A и B описывают каждую проблему по отдельности. Экзамен проверяет, что вы видите оба риска одновременно.","Правильный вариант C, потому что и наушники, и тёмная свободная одежда повышают риск: первое ухудшает концентрацию и восприятие, второе снижает заметность и может мешать управлению. Варианты A и B описывают каждую проблему по отдельности. Экзамен проверяет, что вы видите оба риска одновременно.","Выбирают только наушники и пропускают риск от неподходящей одежды.","Выбирают только наушники и пропускают риск от неподходящей одежды.","Избегай всего, что снижает внимание, контроль и видимость.","Избегай всего, что снижает внимание, контроль и видимость.","Слышать, видеть, быть видимым — база велосипедиста.","Слышать, видеть, быть видимым — база велосипедиста."
"category-b-0029","¿Está permitido llevar carga en una bicicleta?","Можно ли перевозить грузы на велосипеде?","","Правильный ответ — Sí, debe estar firmemente asegurada, permitiendo maniobrar y no perder la estabilidad., потому что он соответствует правилу по теме «category-b».","груз допустим, если надежно закреплен, не мешает маневрировать и не нарушает устойчивость велосипеда. Вариант A неполон, так как видимость — не единственный критерий. Вариант B слишком категоричен и не соответствует правилу при безопасной фиксации.","Верный ответ C: груз допустим, если надежно закреплен, не мешает маневрировать и не нарушает устойчивость велосипеда. Вариант A неполон, так как видимость — не единственный критерий. Вариант B слишком категоричен и не соответствует правилу при безопасной фиксации.","Верный ответ C: груз допустим, если надежно закреплен, не мешает маневрировать и не нарушает устойчивость велосипеда. Вариант A неполон, так как видимость — не единственный критерий. Вариант B слишком категоричен и не соответствует правилу при безопасной фиксации.","Новички проверяют только обзор и забывают про устойчивость при маневре.","Новички проверяют только обзор и забывают про устойчивость при маневре.","Любой груз допустим лишь при полной управляемости велосипеда.","Любой груз допустим лишь при полной управляемости велосипеда.","Груз можно, если контроль и баланс сохраняются.","Груз можно, если контроль и баланс сохраняются."
"category-b-0030","El ciclista, ¿tiene permitido llevar un pasajero?","Разрешается ли велосипедисту перевозить пассажира?","","Правильный ответ — Sí, mientras que esté ubicado en un asiento adicional detrás del conductor., потому что он соответствует правилу по теме «category-b».","Правильный ответ B: пассажир допускается только на дополнительном специально предусмотренном сиденье позади водителя. Вариант A неверно сводит условие лишь к видимости, а этого недостаточно для безопасности. Экзамен оценивает знание конкретного условия, а не общего ощущения «можно/нельзя».","Правильный ответ B: пассажир допускается только на дополнительном специально предусмотренном сиденье позади водителя. Вариант A неверно сводит условие лишь к видимости, а этого недостаточно для безопасности. Экзамен оценивает знание конкретного условия, а не общего ощущения «можно/нельзя».","Правильный ответ B: пассажир допускается только на дополнительном специально предусмотренном сиденье позади водителя. Вариант A неверно сводит условие лишь к видимости, а этого недостаточно для безопасности. Экзамен оценивает знание конкретного условия, а не общего ощущения «можно/нельзя».","Часто считают, что «если видно дорогу, пассажира можно везти как угодно».","Часто считают, что «если видно дорогу, пассажира можно везти как угодно».","Перевозка пассажира разрешена только при штатном безопасном месте.","Перевозка пассажира разрешена только при штатном безопасном месте.","Пассажир только на отдельном заднем сиденье.","Пассажир только на отдельном заднем сиденье."
"category-b-0031","¿Está permitido estacionar una bicicleta en este lugar?","Можно ли здесь парковать велосипед?","","Правильный ответ — Sí, los estacionamientos están obligados a destinar un espacio para bicicletas., потому что он соответствует правилу по теме «category-b».","Правильный ответ C: парковки должны предусматривать место для велосипедов. Фото задает контекст обычного паркинга, где велосипед также является законным видом транспорта. Выбор делается по норме, а не по наличию специальной стойки в кадре.","Правильный ответ C: парковки должны предусматривать место для велосипедов. Фото задает контекст обычного паркинга, где велосипед также является законным видом транспорта. Выбор делается по норме, а не по наличию специальной стойки в кадре.","Правильный ответ C: парковки должны предусматривать место для велосипедов. Фото задает контекст обычного паркинга, где велосипед также является законным видом транспорта. Выбор делается по норме, а не по наличию специальной стойки в кадре.","Новички считают, что паркинг только для авто и мото.","Новички считают, что паркинг только для авто и мото.","Парковочные пространства обязаны учитывать велотранспорт.","Парковочные пространства обязаны учитывать велотранспорт.","Парковка для всех: велосипед тоже транспорт.","Парковка для всех: велосипед тоже транспорт."
"category-b-0032","Un menor de 12 años puede circular en bicicleta por…","Ребенок до 12 лет может кататься на велосипеде на…","","Правильный ответ — Ambas respuestas, A y B, son correctas., потому что он соответствует правилу по теме «category-b».","Верный вариант C, потому что для ребенка до 12 лет допускаются оба сценария: по улице с совершеннолетним сопровождающим и по тротуару на минимальной скорости. Варианты A и B по отдельности неполные. Вопрос проверяет знание двух условий сразу.","Верный вариант C, потому что для ребенка до 12 лет допускаются оба сценария: по улице с совершеннолетним сопровождающим и по тротуару на минимальной скорости. Варианты A и B по отдельности неполные. Вопрос проверяет знание двух условий сразу.","Верный вариант C, потому что для ребенка до 12 лет допускаются оба сценария: по улице с совершеннолетним сопровождающим и по тротуару на минимальной скорости. Варианты A и B по отдельности неполные. Вопрос проверяет знание двух условий сразу.","Часто выбирают только тротуар и забывают про сопровождение на улице.","Часто выбирают только тротуар и забывают про сопровождение на улице.","Для детей до 12 действуют специальные и более гибкие условия движения.","Для детей до 12 действуют специальные и более гибкие условия движения.","До 12 лет: улица с взрослым или медленно по тротуару.","До 12 лет: улица с взрослым или медленно по тротуару."
"category-b-0033","¿Cuál es la velocidad máxima permitida para circular con una bicicleta con asistencia eléctrica?","Какова максимальная скорость, разрешенная для езды на велосипеде с электроприводом?","","Правильный ответ — 25 km/h., потому что он соответствует правилу по теме «category-b».","Правильный ответ B: для велосипеда с электрической поддержкой установлен предел 25 км/ч. Вариант A путает его с общим лимитом дороги, а вариант C завышает разрешенную скорость. Логика экзамена — отличать e-bike от мопеда по скорости ассиста.","Правильный ответ B: для велосипеда с электрической поддержкой установлен предел 25 км/ч. Вариант A путает его с общим лимитом дороги, а вариант C завышает разрешенную скорость. Логика экзамена — отличать e-bike от мопеда по скорости ассиста.","Правильный ответ B: для велосипеда с электрической поддержкой установлен предел 25 км/ч. Вариант A путает его с общим лимитом дороги, а вариант C завышает разрешенную скорость. Логика экзамена — отличать e-bike от мопеда по скорости ассиста.","Новички переносят лимит авто на электровелосипед и ошибаются.","Новички переносят лимит авто на электровелосипед и ошибаются.","Электроподдержка велосипеда ограничена скоростью 25 км/ч.","Электроподдержка велосипеда ограничена скоростью 25 км/ч.","Электровелосипед: ассист до 25 км/ч.","Электровелосипед: ассист до 25 км/ч."
"category-b-0034","¿Qué distancia lateral debe dejar respecto de este ciclista en caso de querer adelantarlo?","Какое боковое расстояние вам следует оставить от этого велосипедиста, если вы хотите его обогнать?","","Правильный ответ — Al menos, un metro y medio., потому что он соответствует правилу по теме «category-b».","при обгоне велосипедиста нужно оставить минимум 1,5 метра боковой дистанции. Полметра или «лишь бы не зацепить» недостаточно из-за возможных колебаний траектории. Картинка хорошо показывает, как легко в такой обстановке недооценить безопасный зазор.","Верный ответ A: при обгоне велосипедиста нужно оставить минимум 1,5 метра боковой дистанции. Полметра или «лишь бы не зацепить» недостаточно из-за возможных колебаний траектории. Картинка хорошо показывает, как легко в такой обстановке недооценить безопасный зазор.","Верный ответ A: при обгоне велосипедиста нужно оставить минимум 1,5 метра боковой дистанции. Полметра или «лишь бы не зацепить» недостаточно из-за возможных колебаний траектории. Картинка хорошо показывает, как легко в такой обстановке недооценить безопасный зазор.","Часто проходят слишком близко, думая, что «и так помещусь».","Часто проходят слишком близко, думая, что «и так помещусь».","Минимальная боковая дистанция при обгоне велосипедиста — 1,5 м.","Минимальная боковая дистанция при обгоне велосипедиста — 1,5 м.","Обгоняешь велосипед — держи минимум полтора метра.","Обгоняешь велосипед — держи минимум полтора метра."
"category-b-0035","¿Por dónde deben circular los ciclistas en esta calle?","Где должны ездить велосипедисты по этой улице?","","Правильный ответ — Cerca del borde derecho de la calzada., потому что он соответствует правилу по теме «category-b».","Правильный ответ B: при отсутствии велоинфраструктуры велосипед движется ближе к правому краю calzada. Вариант A ошибочно запрещает движение по такой улице, а вариант C отправляет велосипедиста в левую часть без основания. Фото здесь помогает прочитать тип дороги и положение в полосе.","Правильный ответ B: при отсутствии велоинфраструктуры велосипед движется ближе к правому краю calzada. Вариант A ошибочно запрещает движение по такой улице, а вариант C отправляет велосипедиста в левую часть без основания. Фото здесь помогает прочитать тип дороги и положение в полосе.","Правильный ответ B: при отсутствии велоинфраструктуры велосипед движется ближе к правому краю calzada. Вариант A ошибочно запрещает движение по такой улице, а вариант C отправляет велосипедиста в левую часть без основания. Фото здесь помогает прочитать тип дороги и положение в полосе.","Новички жмутся слишком влево или считают, что ехать нельзя.","Новички жмутся слишком влево или считают, что ехать нельзя.","На обычной улице велосипедист движется по правому сектору calzada.","На обычной улице велосипедист движется по правому сектору calzada.","Нет велодорожки — держись правого края проезжей части.","Нет велодорожки — держись правого края проезжей части."
"category-b-0036","¿Por qué sector de una calle sin demarcación deben circular los ciclistas cuando no existen ciclovías o bicisendas?","По какому участку немаркированной улицы следует передвигаться велосипедистам, если нет велодорожек и велосипедных дорожек?","","Правильный ответ — Cerca del borde derecho de la calzada., потому что он соответствует правилу по теме «category-b».","Верный вариант A: если нет ciclovía/bicisenda, велосипедист едет ближе к правому краю calzada. Вариант B задает неправильное расположение, а C ошибочно запрещает движение полностью. Экзамен проверяет практическое позиционирование на дороге.","Верный вариант A: если нет ciclovía/bicisenda, велосипедист едет ближе к правому краю calzada. Вариант B задает неправильное расположение, а C ошибочно запрещает движение полностью. Экзамен проверяет практическое позиционирование на дороге.","Верный вариант A: если нет ciclovía/bicisenda, велосипедист едет ближе к правому краю calzada. Вариант B задает неправильное расположение, а C ошибочно запрещает движение полностью. Экзамен проверяет практическое позиционирование на дороге.","Путают с левосторонним движением и выбирают левый край.","Путают с левосторонним движением и выбирают левый край.","При отсутствии велополосы велосипед занимает правый сектор проезжей части.","При отсутствии велополосы велосипед занимает правый сектор проезжей части.","Без разметки велосипеду — правый край дороги.","Без разметки велосипеду — правый край дороги."
"category-b-0037","¿Por dónde tienen permitida la circulación los ciclistas mayores de 12 años?","Где разрешено ездить велосипедистам старше 12 лет?","","Правильный ответ — Ambas respuestas, la A y la B, son correctas., потому что он соответствует правилу по теме «category-b».","Правильный ответ C, потому что верны оба утверждения: по велодорожкам/велополосам едут там, где они есть, а при их отсутствии — по правому сектору calzada, кроме скоростных дорог с запретом. Варианты A и B по отдельности отражают только часть правила. Логика ответа — объединить оба условия.","Правильный ответ C, потому что верны оба утверждения: по велодорожкам/велополосам едут там, где они есть, а при их отсутствии — по правому сектору calzada, кроме скоростных дорог с запретом. Варианты A и B по отдельности отражают только часть правила. Логика ответа — объединить оба условия.","Правильный ответ C, потому что верны оба утверждения: по велодорожкам/велополосам едут там, где они есть, а при их отсутствии — по правому сектору calzada, кроме скоростных дорог с запретом. Варианты A и B по отдельности отражают только часть правила. Логика ответа — объединить оба условия.","Выбирают один пункт и теряют вторую обязательную часть.","Выбирают один пункт и теряют вторую обязательную часть.","Режим движения велосипедиста зависит от типа дороги и инфраструктуры.","Режим движения велосипедиста зависит от типа дороги и инфраструктуры.","Есть велополоса — по ней; нет — вправо, не на магистраль.","Есть велополоса — по ней; нет — вправо, не на магистраль."
"category-b-0038","¿Qué indica esta seña?","Что означает этот знак?","","Правильный ответ — Giro a la izquierda., потому что он соответствует правилу по теме «category-b».","показанная señal mano обозначает giro a la izquierda. Это не знак обгона и не команда остановки. Фото дает прямой визуальный ключ, поэтому здесь нужно читать именно положение руки.","Верный ответ A: показанная señal mano обозначает giro a la izquierda. Это не знак обгона и не команда остановки. Фото дает прямой визуальный ключ, поэтому здесь нужно читать именно положение руки.","Верный ответ A: показанная señal mano обозначает giro a la izquierda. Это не знак обгона и не команда остановки. Фото дает прямой визуальный ключ, поэтому здесь нужно читать именно положение руки.","Путают сигнал поворота с жестом обгона.","Путают сигнал поворота с жестом обгона.","Жесты велосипедиста заранее сообщают направление маневра.","Жесты велосипедиста заранее сообщают направление маневра.","Левая рука влево — поворот налево.","Левая рука влево — поворот налево."
"category-b-0039","¿Qué indica esta seña?","Что означает этот знак?","","Правильный ответ — Giro a la derecha., потому что он соответствует правилу по теме «category-b».","Правильный ответ B: эта комбинация рукой используется для обозначения giro a la derecha. Вариант A про обгон не соответствует смыслу сигнала, а C — про остановку — тоже не подходит. Ключ к ответу полностью в визуальной форме жеста.","Правильный ответ B: эта комбинация рукой используется для обозначения giro a la derecha. Вариант A про обгон не соответствует смыслу сигнала, а C — про остановку — тоже не подходит. Ключ к ответу полностью в визуальной форме жеста.","Правильный ответ B: эта комбинация рукой используется для обозначения giro a la derecha. Вариант A про обгон не соответствует смыслу сигнала, а C — про остановку — тоже не подходит. Ключ к ответу полностью в визуальной форме жеста.","Новички автоматически читают любую вытянутую руку как «налево».","Новички автоматически читают любую вытянутую руку как «налево».","Перед маневром велосипедист обязан четко подать сигнал направления.","Перед маневром велосипедист обязан четко подать сигнал направления.","Сигнал рукой может обозначать и правый поворот.","Сигнал рукой может обозначать и правый поворот."
"category-b-0040","¿Qué indica esta seña?","Что означает этот знак?","","Правильный ответ — Detenerse., потому что он соответствует правилу по теме «category-b».","поднятая рука — сигнал detenerse. Варианты про левый поворот и обгон не соответствуют показанному положению руки. Здесь изображение дает однозначный признак для выбора.","Верный ответ C: поднятая рука — сигнал detenerse. Варианты про левый поворот и обгон не соответствуют показанному положению руки. Здесь изображение дает однозначный признак для выбора.","Верный ответ C: поднятая рука — сигнал detenerse. Варианты про левый поворот и обгон не соответствуют показанному положению руки. Здесь изображение дает однозначный признак для выбора.","Путают поднятую руку с жестом поворота и едут дальше.","Путают поднятую руку с жестом поворота и едут дальше.","Сигнал остановки подается заранее и должен быть заметен другим.","Сигнал остановки подается заранее и должен быть заметен другим.","Рука вверх — готовлюсь остановиться.","Рука вверх — готовлюсь остановиться."
"category-b-0041","La circulación de un vehículo de dos ruedas suele ser más riesgosa porque...","Передвижение двухколесного транспортного средства обычно более рискованное, потому что...","","Правильный ответ — Por su tamaño, es menos visible., потому что он соответствует правилу по теме «category-b».","двухколесное ТС обычно менее заметно из-за габаритов, поэтому его позже обнаруживают другие водители. Варианты A и B не отражают главный системный риск. Экзамен акцентирует именно видимость, а не максимальную скорость или посадку.","Правильный вариант C: двухколесное ТС обычно менее заметно из-за габаритов, поэтому его позже обнаруживают другие водители. Варианты A и B не отражают главный системный риск. Экзамен акцентирует именно видимость, а не максимальную скорость или посадку.","Правильный вариант C: двухколесное ТС обычно менее заметно из-за габаритов, поэтому его позже обнаруживают другие водители. Варианты A и B не отражают главный системный риск. Экзамен акцентирует именно видимость, а не максимальную скорость или посадку.","Считают, что риск в основном из-за скорости, а не видимости.","Считают, что риск в основном из-за скорости, а не видимости.","Слабая заметность двухколесного транспорта повышает вероятность инцидента.","Слабая заметность двухколесного транспорта повышает вероятность инцидента.","Меньше размер — позже заметят, выше риск.","Меньше размер — позже заметят, выше риск."
"category-b-0042","Si usted pretende cruzar esta intersección, ¿hacia qué lado debe mirar?","Если вы собираетесь пересечь этот перекресток, в какую сторону вам следует посмотреть?","","Правильный ответ — Hacia ambos lados., потому что он соответствует правилу по теме «category-b».","перед пересечением нужно смотреть в обе стороны, чтобы не пропустить транспорт и пешеходов. Фокус только направо или налево оставляет слепую зону. Изображение показывает типичный городской перекресток с множеством конфликтных точек.","Верный ответ C: перед пересечением нужно смотреть в обе стороны, чтобы не пропустить транспорт и пешеходов. Фокус только направо или налево оставляет слепую зону. Изображение показывает типичный городской перекресток с множеством конфликтных точек.","Верный ответ C: перед пересечением нужно смотреть в обе стороны, чтобы не пропустить транспорт и пешеходов. Фокус только направо или налево оставляет слепую зону. Изображение показывает типичный городской перекресток с множеством конфликтных точек.","Быстро смотрят только в одну сторону и сразу едут.","Быстро смотрят только в одну сторону и сразу едут.","Безопасное пересечение требует контроля обстановки слева и справа.","Безопасное пересечение требует контроля обстановки слева и справа.","На перекрестке сканируй всегда оба направления.","На перекрестке сканируй всегда оба направления."
"category-b-0043","¿Este ciclorodado con pedaleo asistido eléctricamente (bicicleta eléctrica) puede circular por este carril?","Может ли это велосипедное колесо с электроусилителем педалей (электрический велосипед) двигаться по этой полосе?","","Правильный ответ — Sí, sólo si su potencia disminuye progresivamente hasta interrumpirse al alcanzar una velocidad máxima de 25 km/h., потому что он соответствует правилу по теме «category-b».","Правильный ответ B: такой ciclorodado может ехать по этому carril, если электрическая поддержка плавно прекращается к 25 км/ч. Варианты A и C противоречат правилу для pedal asistido. Фото задает дорожный контекст, а окончательный выбор делается по нормативному условию.","Правильный ответ B: такой ciclorodado может ехать по этому carril, если электрическая поддержка плавно прекращается к 25 км/ч. Варианты A и C противоречат правилу для pedal asistido. Фото задает дорожный контекст, а окончательный выбор делается по нормативному условию.","Правильный ответ B: такой ciclorodado может ехать по этому carril, если электрическая поддержка плавно прекращается к 25 км/ч. Варианты A и C противоречат правилу для pedal asistido. Фото задает дорожный контекст, а окончательный выбор делается по нормативному условию.","Смотрят только на вид полосы и забывают про техтребование скорости.","Смотрят только на вид полосы и забывают про техтребование скорости.","Допуск e-bike связан с ограничением и характером электроподдержки.","Допуск e-bike связан с ограничением и характером электроподдержки.","E-bike допустим, если ассист обрывается к 25.","E-bike допустим, если ассист обрывается к 25."
"category-b-0044","En esta situación, ¿es correcto que el vehículo avance?","Правильно ли в данной ситуации движение автомобиля вперед?","","Правильный ответ — No, porque aún hay peatones cruzando de un lado al otro de la arteria., потому что он соответствует правилу по теме «category-b».","водитель должен ждать, пока пешеходы полностью завершат переход. Наличие свободного кусочка перед машиной не отменяет приоритета людей на senda peatonal. Фото прямо показывает конфликт между желанием ехать и обязанностью уступить.","Верный ответ B: водитель должен ждать, пока пешеходы полностью завершат переход. Наличие свободного кусочка перед машиной не отменяет приоритета людей на senda peatonal. Фото прямо показывает конфликт между желанием ехать и обязанностью уступить.","Верный ответ B: водитель должен ждать, пока пешеходы полностью завершат переход. Наличие свободного кусочка перед машиной не отменяет приоритета людей на senda peatonal. Фото прямо показывает конфликт между желанием ехать и обязанностью уступить.","Новички начинают катиться, как только видят небольшой просвет.","Новички начинают катиться, как только видят небольшой просвет.","На пешеходном переходе приоритет пешехода безусловен.","На пешеходном переходе приоритет пешехода безусловен.","Пешеход на зебре — машина ждет до полного прохода.","Пешеход на зебре — машина ждет до полного прохода."
