"id","question_es","question_ru_OLD","question_ru_NEW","explanation_ru_OLD","explanation_ru_NEW","whyCorrect_ru_OLD","whyCorrect_ru_NEW","commonMistake_ru_OLD","commonMistake_ru_NEW","keyRule_ru_OLD","keyRule_ru_NEW","memoryHint_ru_OLD","memoryHint_ru_NEW"
"category-b-0079","En caso de un siniestro vial o desperfecto mecánico, ¿qué es recomendable hacer cuando el vehículo queda inmovilizado en el sector señalado?","В случае дорожно-транспортного происшествия или механической неисправности, что рекомендуется делать, если транспортное средство оказывается обездвиженным в указанном секторе?","","Правильный ответ — Ambas respuestas, la A y la B, son correctas., потому что он соответствует правилу по теме «category-b».","На фото выделена левая зона/обочина autopista, отделённая от основных полос. Если автомобиль остановился там, нужно обозначить его, вызвать помощь и, надев жилет, уйти за защиту при наличии.","Правильный ответ C: в таком секторе допустимы оба действия из A и B — выставить сигнальные средства, включить аварийку и перейти в более защищенное место за барьером при наличии. Вопрос контрастирует с предыдущим сценарием в активном ряду. Изображение важно, потому что именно расположение машины меняет алгоритм.","Вариант C верен: здесь подходят оба действия — включить сигнализацию/поставить balizas и укрыться за защитой, потому что машина не стоит посреди активных полос.","Переносят правило из центральной полосы и вообще не используют переносные бализы.","Ошибка — применять тот же алгоритм, что для остановки прямо в ряду, и оставаться внутри, когда можно безопасно уйти за барьер.","Алгоритм действий зависит от того, где именно авто остановилось на магистрали.","Если авто встало в защищённом секторе autopista, обозначь его и уходи в безопасное место.","Если ты у края, можно обозначить и укрыться.","В секторе сбоку: обозначь, жилет, за защиту."
"category-b-0080","En un procedimiento judicial de un siniestro vial, al ser convocados en carácter de testigo, no es obligatorio presentarse a declarar en la Fiscalía correspondiente.","В судебном процессе по делу о дорожно-транспортном происшествии при вызове в качестве свидетеля явка для дачи показаний в соответствующую прокуратуру не обязательна.","","Правильный ответ — Falso., потому что он соответствует правилу по теме «category-b».","Правильный ответ — утверждение неверно. После ДТП важны порядок действий, помощь пострадавшим, сохранение места и юридические обязанности.","Верный ответ Falso: вызванный как свидетель обязан явиться и дать показания в установленном порядке. Игнорирование вызова не является допустимым поведением. Экзамен проверяет понимание юридической обязанности, а не личного удобства.","Вариант B верен, потому что он снижает вторичный риск и соответствует обязанности участника происшествия.","Думают, что свидетельство можно дать только по желанию.","Ошибка — уехать, спорить или начинать помогать хаотично, не защитив место и не вызвав помощь.","Процессуальный вызов свидетеля по ДТП подлежит обязательному исполнению.","При ДТП водитель обязан остановиться, обозначить риск и выполнить правовые обязанности.","Вызвали свидетелем — явка обязательна.","ДТП: остановись и действуй по порядку."
"category-b-0081","La persona que se da a la fuga en un siniestro vial, dejando a alguien herido, puede ser juzgada por el delito de abandono de persona.","Лицо, которое скрылось в результате дорожно-транспортного происшествия, оставив кого-либо раненым, может быть привлечено к ответственности за преступление, связанное с оставлением человека.","","Правильный ответ — Verdadero., потому что он соответствует правилу по теме «category-b».","Правильный ответ — утверждение верно. После ДТП важны порядок действий, помощь пострадавшим, сохранение места и юридические обязанности.","Правильный ответ Verdadero: побег с места происшествия при наличии раненого может квалифицироваться как abandono de persona. Это уже не только дорожное нарушение, но и уголовно-правовой риск. Экзамен подчеркивает обязанность не оставлять пострадавших без помощи.","Вариант A верен, потому что он снижает вторичный риск и соответствует обязанности участника происшествия.","Считают, что достаточно просто обменяться данными и уехать.","Ошибка — уехать, спорить или начинать помогать хаотично, не защитив место и не вызвав помощь.","После ДТП с пострадавшими оставление места происшествия недопустимо.","При ДТП водитель обязан остановиться, обозначить риск и выполнить правовые обязанности.","Уехал и бросил раненого — это уже уголовный риск.","ДТП: остановись и действуй по порядку."
"category-b-0082","En caso de participar de un siniestro vial, ¿de cuánto tiempo se dispone para dar aviso sobre el hecho a la compañía aseguradora del vehículo?","Если вы попали в дорожно-транспортное происшествие, сколько времени у вас есть, чтобы уведомить страховую компанию о происшествии?","","Правильный ответ — 72 horas., потому что он соответствует правилу по теме «category-b».","Правильный ответ — 72 часа. После ДТП важны порядок действий, помощь пострадавшим, сохранение места и юридические обязанности.","Верный ответ C: стандартный срок уведомления страховщика — 72 часа. Варианты 24 и 48 часов не соответствуют требованию вопроса. Здесь проверяется конкретный процедурный дедлайн.","Вариант C верен, потому что он снижает вторичный риск и соответствует обязанности участника происшествия.","Часто откладывают сообщение и теряют важные процессуальные сроки.","Ошибка — уехать, спорить или начинать помогать хаотично, не защитив место и не вызвав помощь.","О ДТП страховщика нужно уведомлять в установленный короткий срок.","О ДТП нужно сообщить страховщику в течение 72 часов.","Страховую после ДТП: ориентир 72 часа.","Страховка: 72 часа."
"category-b-0083","En caso de participar en un siniestro vial, en el que resultaron personas heridas, el personal policial que acuda al lugar se encargará de preservar la escena del hecho, brindando los medios para que los servicios de emergencia atiendan a los heridos y resguardando los vehículos y otras pruebas del incidente para una adecuada resolución del caso.","В случае участия в дорожно-транспортном происшествии, в результате которого пострадали люди, сотрудники полиции, выехавшие на место происшествия, несут ответственность за сохранение места происшествия, предоставление экстренным службам возможности оказание помощи потерпевшим, пострадавшим и защита транспортных средств и других доказательств происшествия для адекватного разрешения дела.","","Правильный ответ — Verdadero., потому что он соответствует правилу по теме «category-b».","Правильный ответ — утверждение верно. После ДТП важны порядок действий, помощь пострадавшим, сохранение места и юридические обязанности.","Правильный ответ Verdadero: полиция обеспечивает сохранность места происшествия, помогает организовать доступ экстренных служб и фиксирует доказательства для разбирательства. Это базовая функция процессуального сопровождения случая. Вопрос проверяет понимание распределения ролей на месте инцидента.","Вариант A верен, потому что он снижает вторичный риск и соответствует обязанности участника происшествия.","Ожидают, что полиция занимается только трафиком, а не доказательствами.","Ошибка — уехать, спорить или начинать помогать хаотично, не защитив место и не вызвав помощь.","Сохранение сцены ДТП необходимо для помощи пострадавшим и правовой оценки.","При ДТП водитель обязан остановиться, обозначить риск и выполнить правовые обязанности.","Полиция сохраняет сцену и обеспечивает работу медиков.","ДТП: остановись и действуй по порядку."
"category-b-0084","En caso de participar en un siniestro vial, ¿qué es recomendable hacer como primer paso?","Если вы попали в дорожно-транспортное происшествие, что рекомендуется сделать в первую очередь?","","Правильный ответ — Detenerse inmediatamente y permanecer en el lugar del hecho., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Немедленно остановитесь и оставайтесь на месте происшествия. После ДТП важны порядок действий, помощь пострадавшим, сохранение места и юридические обязанности.","Верный ответ A: после участия в ДТП нужно немедленно остановиться и оставаться на месте. Варианты B и C нарушают этот базовый принцип, так как предполагают уезд. Экзамен проверяет фундаментальное правило ответственности участника.","Вариант A верен, потому что он снижает вторичный риск и соответствует обязанности участника происшествия.","Некоторые едут дальше «до удобного места», что усугубляет ситуацию.","Ошибка — уехать, спорить или начинать помогать хаотично, не защитив место и не вызвав помощь.","Первое обязательное действие участника ДТП — немедленная остановка на месте.","При ДТП водитель обязан остановиться, обозначить риск и выполнить правовые обязанности.","Попал в ДТП — остановись и не уезжай.","ДТП: остановись и действуй по порядку."
"category-b-0085","En caso de siniestro, el orden de actuación recomendado es…","В случае аварии рекомендуемый порядок действий…","","Правильный ответ — Proteger - Alertar - Socorrer., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Защита - Оповещение - Помощь. После ДТП важны порядок действий, помощь пострадавшим, сохранение места и юридические обязанности.","Правильный ответ B: сначала защищают место (Proteger), затем вызывают помощь (Alertar), после этого оказывают посильную помощь пострадавшим (Socorrer). Перестановка шагов повышает риск для всех участников. Вопрос про дисциплину действий под стрессом.","Вариант B верен, потому что он снижает вторичный риск и соответствует обязанности участника происшествия.","Начинают спасать сразу, не обезопасив зону от второго удара.","Ошибка — уехать, спорить или начинать помогать хаотично, не защитив место и не вызвав помощь.","Алгоритм PAS: Proteger, Alertar, Socorrer.","Порядок при ДТП: защитить место, вызвать помощь, помочь пострадавшим.","Сначала защити место, потом звони, потом помогай.","PAS: proteger, alertar, socorrer."
"category-b-0086","¿Cuáles son los números de emergencia que todo usuario de la vía pública debe conocer con el objetivo de poder llamar y pedir ayuda ante el acontecimiento de algún incidente?","Какие номера экстренных служб должен знать каждый участник дорожного движения, чтобы иметь возможность позвонить и попросить о помощи в случае происшествия?","","Правильный ответ — 107 y 911., потому что он соответствует правилу по теме «category-b».","Правильный ответ — 107 и 911. После ДТП важны порядок действий, помощь пострадавшим, сохранение места и юридические обязанности.","Верный ответ C: базовые номера для экстренного вызова в этом контексте — 107 и 911. Остальные комбинации неполные или не соответствуют запросу вопроса. Экзамен проверяет практическую готовность к инциденту.","Вариант C верен, потому что он снижает вторичный риск и соответствует обязанности участника происшествия.","Путают 109 с универсальной экстренной линией.","Ошибка — уехать, спорить или начинать помогать хаотично, не защитив место и не вызвав помощь.","Водитель обязан знать рабочие экстренные номера до поездки.","Для экстренной помощи важно знать 107 и 911.","Запомни пару: 107 здоровье, 911 экстренный вызов.","107 и 911 — номера помощи."
"category-b-0087","En caso de participar en un siniestro vial, es recomendable que quien llame por teléfono al servicio de emergencias (107), indique con claridad:","Если вы попали в дорожно-транспортное происшествие, звонящему в службу экстренной помощи (107) рекомендуется четко указать:","","Правильный ответ — Lugar del hecho, características del incidente, cantidad y estado de las víctimas., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Место происшествия, характеристики происшествия, количество и состояние пострадавших. После ДТП важны порядок действий, помощь пострадавшим, сохранение места и юридические обязанности.","Правильный ответ A: нужно четко сообщить место, характер происшествия, количество и состояние пострадавших. Вариант B уводит в вторичные детали, а C недостаточен для эффективной подготовки бригады. Экзамен оценивает качество первичного обмена информацией.","Вариант A верен, потому что он снижает вторичный риск и соответствует обязанности участника происшествия.","Ограничиваются адресом и не сообщают тяжесть состояния пострадавших.","Ошибка — уехать, спорить или начинать помогать хаотично, не защитив место и не вызвав помощь.","Полная и структурированная информация ускоряет адекватную экстренную помощь.","Для экстренной помощи важно знать 107 и 911.","Где, что случилось, сколько пострадавших, в каком состоянии.","107 и 911 — номера помощи."
"category-b-0088","¿Qué obligaciones impone la ley a aquel conductor que participe de un siniestro?","Какие обязанности налагает закон на водителя, попавшего в ДТП?","","Правильный ответ — Ambas respuestas, A y B, son correctas., потому что он соответствует правилу по теме «category-b».","Правильный ответ — оба варианта A и B верны. Это вопрос на формальное требование: кто отвечает, какой документ нужен, какой срок действует или какое действие разрешено законом.","Верный ответ C: закон одновременно требует остановиться и содействовать помощи, а также предоставить данные о себе, ТС, лицензии и страховании. Поэтому оба блока из A и B обязательны. Экзамен проверяет комплексную, а не частичную ответственность.","Вариант C верен, потому что соответствует конкретной норме, а не привычке «как обычно делают».","Думают, что достаточно только обменяться контактами без помощи пострадавшим.","Частая ошибка — отвечать по бытовой логике и пропускать точный срок, орган или условие в формулировке.","Обязанности участника ДТП включают и содействие, и полную идентификацию.","Документы и обязательные элементы проверяются по точной норме, без бытовых исключений.","После ДТП: помоги и полностью идентифицируй себя.","Юридический вопрос — ищи точное условие."
"category-b-0089","¿Quién es el responsable civil por un incidente de tránsito producido por un menor de edad poseedor de una licencia de conducir?","Кто несет гражданскую ответственность за дорожно-транспортное происшествие, произошедшее по вине несовершеннолетнего владельца водительских прав?","","Правильный ответ — El que firmó la autorización para obtener la licencia., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Тот, кто подписал доверенность на получение лицензии. Это вопрос на формальное требование: кто отвечает, какой документ нужен, какой срок действует или какое действие разрешено законом.","Правильный ответ A: гражданскую ответственность несет лицо, подписавшее разрешение на получение лицензии несовершеннолетним. Варианты B и C могут участвовать фактически, но не совпадают с требуемой правовой конструкцией. Вопрос проверяет именно юридический субъект ответственности.","Вариант A верен, потому что соответствует конкретной норме, а не привычке «как обычно делают».","Путают ответственного с тем, кто просто был рядом в момент ДТП.","Частая ошибка — отвечать по бытовой логике и пропускать точный срок, орган или условие в формулировке.","За несовершеннолетнего водителя отвечает подписавший разрешение на лицензию.","Документы и обязательные элементы проверяются по точной норме, без бытовых исключений.","Подписал допуск к лицензии — несешь гражданскую ответственность.","Юридический вопрос — ищи точное условие."
"category-b-0090","En materia de Responsabilidad Civil, ¿qué es lo que se considera como factor determinante para dar inicio a una demanda?","В вопросах гражданской ответственности, что считается определяющим фактором для возбуждения иска?","","Правильный ответ — La existencia de un daño real, que afecte a algún particular, provocado como consecuencia del incidente., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Наличие реального ущерба, причиненного физическому лицу в результате происшествия. Вопрос проверяет базовую логику безопасности: риск на дороге возникает не случайно, а из факторов, которыми можно управлять.","Верный ответ B: для запуска гражданского требования определяющим является факт реального ущерба конкретному лицу. Намерение или биография причинителя сами по себе не заменяют наличие вреда. Экзамен проверяет ключевой критерий причинения вреда.","Вариант B верен, потому что он совпадает с официальной концепцией дорожной безопасности и не сводит проблему к одному удобному объяснению.","Сосредотачиваются на намерении нарушителя и забывают про факт вреда.","Ошибка — искать одного виновника и забывать, что аварии обычно возникают из сочетания поведения, условий и техники.","В гражданской ответственности отправная точка — доказуемый реальный ущерб.","Дорожная безопасность рассматривает причины системно, а не как случайность.","Нет реального ущерба — нет базы для иска.","Vision Cero: смерть на дороге не норма."
"category-b-0091","Frente a un incidente de tránsito, ¿puede transferirse la Responsabilidad Penal del conductor de un vehículo al dueño del mismo?","Может ли в случае дорожно-транспортного происшествия перейти уголовная ответственность с водителя транспортного средства на собственника транспортного средства?","","Правильный ответ — No, porque la responsabilidad penal es intransferible., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Нет, поскольку уголовная ответственность не подлежит передаче. Техническое состояние и действия при неисправности напрямую влияют на контроль автомобиля и риск вторичных аварий.","Правильный ответ A: уголовная ответственность носит личный характер и не переносится на владельца машины или страховщика. Варианты B и C противоречат базовому принципу intransferible penal. Экзамен проверяет именно юридическую природу ответственности водителя.","Вариант A верен, потому что он уменьшает механический риск: сохраняет сцепление, видимость, управляемость или предупреждает других.","Путают уголовную ответственность с гражданской и страховой.","Частая ошибка — считать техническую проверку формальностью, пока поломка не произошла.","Пенальная ответственность за действия за рулем не передается третьим лицам.","Исправность автомобиля — часть обязанности водителя.","Уголовная ответственность всегда персональная.","Проверка заранее дешевле аварии."
"category-b-0092","En un incidente de tránsito, ¿qué significa que el conductor sea considerado responsable por negligencia?","Что означает привлечение водителя к ответственности за халатность в случае дорожно-транспортного происшествия?","","Правильный ответ — Que ha actuado no conforme a las exigencias de la Ley., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Что он действовал не в соответствии с требованиями Закона. После ДТП важны порядок действий, помощь пострадавшим, сохранение места и юридические обязанности.","Верный ответ C: небрежность выражается в действиях, не соответствующих требованиям закона и должной осторожности. Варианты A и B описывают частные случаи, но не базовую правовую формулу. Здесь важна именно нормативная дефиниция.","Вариант C верен, потому что он снижает вторичный риск и соответствует обязанности участника происшествия.","Выбирают вариант про недостаток практики, хотя это не юридический критерий.","Ошибка — уехать, спорить или начинать помогать хаотично, не защитив место и не вызвав помощь.","Небрежность оценивается через несоответствие обязательным нормам поведения.","При ДТП водитель обязан остановиться, обозначить риск и выполнить правовые обязанности.","Negligencia — это поведение вне требований закона.","ДТП: остановись и действуй по порядку."
"category-b-0093","Frente a un control de tránsito en CABA, si la autoridad realiza una infracción ante una falta cometida por un conductor, ¿dónde puede efectuarse el pago de la multa por dicha infracción","Перед регулировкой дорожного движения в CABA, если орган власти совершает нарушение за правонарушение, совершенное водителем, где можно оплатить штраф за указанное нарушение?","","Правильный ответ — Ante la oficina de la Dirección General de Administración de Infracciones que corresponda., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Перед соответствующим офисом Главного управления по борьбе с нарушениями. Это вопрос на формальное требование: кто отвечает, какой документ нужен, какой срок действует или какое действие разрешено законом.","Правильный ответ B: оплата производится через соответствующие органы администрирования нарушений, а не на месте инспектору. Вариант A некорректен процессуально, C поэтому тоже неверен. Экзамен проверяет знание легальной процедуры, а не удобный сценарий.","Вариант B верен, потому что соответствует конкретной норме, а не привычке «как обычно делают».","Считают, что можно рассчитаться сразу на месте остановки.","Частая ошибка — отвечать по бытовой логике и пропускать точный срок, орган или условие в формулировке.","Погашение штрафа происходит только в установленной административной процедуре.","Документы и обязательные элементы проверяются по точной норме, без бытовых исключений.","Штраф платят через систему нарушений, не инспектору.","Юридический вопрос — ищи точное условие."
"category-b-0094","Al tener la licencia vencida, ¿por cuánto tiempo puede seguir conduciendo sin estar en infracción?","Если у вас истек срок действия прав, как долго вы можете продолжать вождение, не нарушая правил?","","Правильный ответ — No está permitido conducir con la licencia vencida, excepto que el vencimiento fuese un día inhábil, en cuyo caso se traslada al día hábil siguiente., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Не разрешается управлять автомобилем с истекшим сроком действия прав, за исключением случаев, когда истечение срока действия приходится на нерабочий день, и в этом случае он переносится на следующий рабочий день. Это вопрос на формальное требование: кто отвечает, какой документ нужен, какой срок действует или какое действие разрешено законом.","Верный ответ C: ездить с просроченной лицензией нельзя, за исключением переноса срока на следующий рабочий день, если дата пришлась на нерабочий. Варианты A и B вводят несуществующие послабления. Это вопрос на точное правило допуска к управлению.","Вариант C верен, потому что соответствует конкретной норме, а не привычке «как обычно делают».","Ожидают «льготные 30 дней» после окончания срока.","Частая ошибка — отвечать по бытовой логике и пропускать точный срок, орган или условие в формулировке.","Действующая лицензия обязательна для управления транспортом.","С просроченной лицензией ездить нельзя, кроме переноса с нерабочего дня.","Лицензия просрочена — ехать нельзя, кроме нерабочего дня.","Просрочена — не едешь."
"category-b-0095","En caso de comprobar una falta, ¿puede un agente de tránsito retener la licencia de conducir?","Если факт нарушения будет доказан, может ли сотрудник ГИБДД сохранить водительское удостоверение?","","Правильный ответ — Sólo en los casos que la normativa vigente así lo indique., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Только в тех случаях, когда это предусмотрено действующим законодательством. Это вопрос на формальное требование: кто отвечает, какой документ нужен, какой срок действует или какое действие разрешено законом.","Правильный ответ B: изъятие возможно только в случаях, прямо предусмотренных действующей нормой. Варианты A и C чрезмерно упрощают или сужают основание. Экзамен фиксирует принцип «только по закону».","Вариант B верен, потому что соответствует конкретной норме, а не привычке «как обычно делают».","Думают, что инспектор либо никогда, либо всегда может изымать документ.","Частая ошибка — отвечать по бытовой логике и пропускать точный срок, орган или условие в формулировке.","Полномочия контроля реализуются строго в границах нормативных оснований.","Документы и обязательные элементы проверяются по точной норме, без бытовых исключений.","Изъятие лицензии — только когда это прямо разрешено.","Юридический вопрос — ищи точное условие."
"category-b-0096","Cuando se vence la licencia de conducir, ¿cuánto tiempo puede transcurrir para su renovación antes de que se necesite tramitarla como si fuese un otorgamiento?","Когда истекает срок действия водительских прав, сколько времени может занять их продление, прежде чем их нужно будет обработать, как если бы они были выданы?","","Правильный ответ — No debe superar el año desde su vencimiento., потому что он соответствует правилу по теме «category-b».","Правильный ответ — Срок действия не должен превышать одного года с момента истечения срока действия. Это вопрос на формальное требование: кто отвечает, какой документ нужен, какой срок действует или какое действие разрешено законом.","Верный ответ C: для сохранения режима renovación перерыв после окончания лицензии не должен превышать один год. Варианты A и B не соответствуют требуемому порогу. Это проверка административного дедлайна по документу.","Вариант C верен, потому что соответствует конкретной норме, а не привычке «как обычно делают».","Путают срок продления с 30 днями после окончания лицензии.","Частая ошибка — отвечать по бытовой логике и пропускать точный срок, орган или условие в формулировке.","Продление лицензии ограничено максимальным периодом после ее истечения.","Документы и обязательные элементы проверяются по точной норме, без бытовых исключений.","Просрочка больше года — уже как новое получение.","Юридический вопрос — ищи точное условие."
"category-b-0097","¿Cuánto dura en su totalidad la condición de principiante?","Как долго длится статус новичка в полном объеме?","","Правильный ответ — 2 años, independientemente a la edad., потому что он соответствует правилу по теме «category-b».","Правильный ответ — 2 года, независимо от возраста. Это вопрос на формальное требование: кто отвечает, какой документ нужен, какой срок действует или какое действие разрешено законом.","Правильный ответ C: общий срок состояния начинающего водителя составляет два года независимо от возраста. Варианты A и B искусственно ограничивают правило отдельными группами. Экзамен проверяет единый срок применения режима.","Вариант C верен, потому что соответствует конкретной норме, а не привычке «как обычно делают».","Часто думают, что срок короче у взрослых водителей.","Частая ошибка — отвечать по бытовой логике и пропускать точный срок, орган или условие в формулировке.","Период действия статуса principiante одинаков для всех возрастов.","Статус principiante длится 2 года независимо от возраста.","Статус новичка: 2 года для всех.","Новичок = 2 года."
"category-b-0098","Con esta documentación, ¿quién está autorizado a conducir el vehículo?","Имея эту документацию, кто имеет право управлять транспортным средством?","","Правильный ответ — Sólo el titular., потому что он соответствует правилу по теме «category-b».","На фото старая cédula de identificación del automotor. По такой документации управлять автомобилем autorizado только titular, то есть владелец/держатель, указанный в документе.","Верный ответ B: с такой документацией управлять может только titular, если не оформлены отдельные autorizaciones. Вариант C про фамилию юридически несостоятелен, A не соответствует показанному типу документа. Картинка нужна, чтобы распознать именно вид cédula.","Вариант B верен: одинаковая фамилия или родство не дают автоматического права управлять по чужой cédula.","Считают, что одинаковая фамилия автоматически дает право управления.","Частая ошибка — думать, что родственники владельца могут ездить только потому, что имеют ту же фамилию.","Право управления определяется видом и статусом документа, а не родством.","Cédula на конкретного titular autoriza управлять только его, если нет другого разрешения.","Cédula titular: право вождения только у владельца.","Документ на titular — рулит titular."
